CUSTOMER_ID,SEGMENT,REGISTRATION_DATE,REGION
CUST_00697,Premium,2023-03-31,East
CUST_00698,Premium,2023-05-20,East
CUST_00699,Basic,2023-04-01,East
CUST_00700,Standard,2022-02-02,East
CUST_00701,Premium,2023-08-07,East
CUST_00702,Basic,2022-11-18,South
CUST_00703,Basic,2023-09-02,South
CUST_00704,Basic,2022-05-23,East
CUST_00705,Basic,2022-11-22,North
CUST_00706,Premium,2022-04-21,West
CUST_00707,Premium,2022-10-06,West
CUST_00708,Premium,2022-10-21,North
CUST_00709,Standard,2022-06-18,East
CUST_00710,Premium,2023-05-03,West
CUST_00711,Standard,2023-10-17,West
CUST_00712,Standard,2022-06-21,East
CUST_00713,Basic,2023-12-21,South
CUST_00714,Premium,2022-04-23,South
CUST_00715,Basic,2023-06-19,North
CUST_00716,Basic,2022-08-10,East
CUST_00717,Premium,2023-05-13,North
CUST_00718,Basic,2023-01-20,East
CUST_00719,Premium,2023-11-29,South
CUST_00720,Basic,2022-08-08,South
CUST_00721,Premium,2022-04-30,North
CUST_00722,Basic,2023-11-12,East
CUST_00723,Basic,2023-09-04,South
CUST_00724,Premium,2022-05-23,South
CUST_00725,Premium,2022-07-23,North
CUST_00726,Standard,2022-01-31,East
CUST_00727,Basic,2022-06-24,East
CUST_00728,Basic,2023-10-27,West
CUST_00729,Premium,2023-09-22,West
CUST_00730,Basic,2022-11-20,West
CUST_00731,Premium,2022-08-03,North
CUST_00732,Basic,2022-12-01,West
CUST_00733,Basic,2023-07-03,South
CUST_00734,Basic,2023-06-17,East
CUST_00735,Standard,2022-12-04,South
CUST_00736,Standard,2023-02-20,North
CUST_00737,Premium,2023-11-10,North
CUST_00738,Premium,2023-01-24,North
CUST_00739,Basic,2022-04-26,South
CUST_00740,Premium,2023-07-01,West
CUST_00741,Basic,2022-09-25,West
CUST_00742,Basic,2022-03-20,East
CUST_00743,Standard,2022-06-12,South
CUST_00744,Standard,2023-03-26,West
CUST_00745,Premium,2022-07-12,North
CUST_00746,Premium,2022-07-18,West
CUST_00747,Basic,2023-07-15,West
CUST_00748,Basic,2022-05-18,West
CUST_00749,Standard,2022-02-07,West
CUST_00750,Basic,2023-12-05,West
CUST_00751,Basic,2022-05-07,East
CUST_00752,Basic,2022-04-20,West
CUST_00753,Standard,2023-10-23,East
CUST_00754,Basic,2023-07-05,South
CUST_00755,Standard,2023-07-11,North
CUST_00756,Premium,2023-03-18,South
CUST_00757,Basic,2022-01-10,East
CUST_00758,Standard,2022-07-19,South
CUST_00759,Standard,2023-02-16,South
CUST_00760,Basic,2022-09-01,West
CUST_00761,Standard,2023-08-22,South
CUST_00762,Standard,2023-12-05,South
CUST_00763,Standard,2023-08-18,South
CUST_00764,Basic,2022-03-29,North
CUST_00765,Standard,2022-11-25,East
CUST_00766,Standard,2022-03-17,North
CUST_00767,Premium,2022-07-31,East
CUST_00768,Standard,2023-09-24,North
CUST_00769,Basic,2023-02-22,North
CUST_00770,Standard,2023-02-04,West
CUST_00771,Standard,2022-02-05,East
CUST_00772,Premium,2023-05-20,North
CUST_00773,Standard,2022-07-30,West
CUST_00774,Basic,2023-11-12,West
CUST_00775,Basic,2023-07-14,East
CUST_00776,Premium,2022-07-19,West
CUST_00777,Standard,2022-11-25,South
CUST_00778,Basic,2022-12-03,West
CUST_00779,Premium,2023-05-31,West
CUST_00780,Basic,2023-08-15,South
CUST_00781,Standard,2022-10-18,East
CUST_00782,Basic,2022-09-14,East
CUST_00783,Basic,2022-10-22,West
CUST_00784,Basic,2023-02-24,West
CUST_00785,Standard,2022-03-17,West
CUST_00786,Basic,2023-05-01,West
CUST_00787,Basic,2022-10-24,North
CUST_00788,Basic,2022-04-06,East
CUST_00789,Standard,2022-05-06,West
CUST_00790,Basic,2022-07-01,West
CUST_00791,Standard,2023-09-19,East
CUST_00792,Basic,2023-03-13,North
CUST_00793,Basic,2022-07-08,West
CUST_00794,Standard,2023-11-25,North
CUST_00795,Standard,2023-08-18,South
CUST_00796,Basic,2023-11-28,South
CUST_00797,Basic,2022-04-29,South
CUST_00798,Basic,2022-09-26,North
CUST_00799,Basic,2022-05-11,East
CUST_00800,Basic,2023-02-19,South
CUST_00801,Premium,2023-12-02,East
CUST_00802,Basic,2023-07-28,West
CUST_00803,Basic,2023-05-25,East
CUST_00804,Premium,2022-07-22,East
CUST_00805,Basic,2022-12-20,South
CUST_00806,Standard,2022-10-19,East
CUST_00807,Basic,2022-01-20,North
CUST_00808,Standard,2023-04-20,South
CUST_00809,Standard,2022-09-28,West
CUST_00810,Basic,2022-08-11,West
CUST_00811,Standard,2023-01-14,West
CUST_00812,Basic,2023-04-11,South
CUST_00813,Basic,2022-03-22,East
CUST_00814,Standard,2023-07-07,South
CUST_00815,Basic,2022-02-27,North
CUST_00816,Basic,2023-12-27,East
CUST_00817,Basic,2023-01-12,South
CUST_00818,Basic,2022-04-25,North
CUST_00819,Basic,2022-02-12,South
CUST_00820,Basic,2022-09-12,North
CUST_00821,Basic,2023-09-18,South
CUST_00822,Basic,2022-03-14,West
CUST_00823,Basic,2022-04-22,East
CUST_00824,Premium,2023-12-08,South
CUST_00825,Standard,2022-08-03,East
CUST_00826,Basic,2023-10-15,North
CUST_00827,Basic,2022-01-20,South
CUST_00828,Basic,2022-12-12,North
CUST_00829,Standard,2022-02-02,East
CUST_00830,Basic,2023-09-27,South
CUST_00831,Basic,2023-12-20,North
CUST_00832,Basic,2022-07-01,West
CUST_00833,Basic,2022-03-22,East
CUST_00834,Standard,2023-04-07,South
CUST_00835,Standard,2023-09-27,North
CUST_00836,Basic,2023-11-02,North
CUST_00837,Standard,2023-02-10,South
CUST_00838,Standard,2023-03-15,West
CUST_00839,Basic,2022-05-11,East
CUST_00840,Standard,2023-09-22,West
CUST_00841,Premium,2022-02-07,East
CUST_00842,Premium,2022-02-22,North
CUST_00843,Basic,2022-07-11,East
CUST_00844,Standard,2023-11-28,South
CUST_00845,Basic,2023-12-04,North
CUST_00846,Basic,2023-04-24,South
CUST_00847,Standard,2023-01-25,North
CUST_00848,Standard,2022-11-07,West
CUST_00849,Basic,2023-09-06,South
CUST_00850,Standard,2023-06-05,East
CUST_00851,Standard,2023-08-28,West
CUST_00852,Basic,2023-11-30,East
CUST_00853,Premium,2023-02-25,South
CUST_00854,Standard,2023-05-16,North
CUST_00855,Basic,2023-12-24,South
CUST_00856,Basic,2023-01-03,South
CUST_00857,Standard,2023-05-17,East
CUST_00858,Basic,2022-01-27,East
CUST_00859,Standard,2023-08-14,West
CUST_00860,Basic,2023-09-17,East
CUST_00861,Standard,2022-05-18,East
CUST_00862,Basic,2022-05-18,West
CUST_00863,Standard,2022-11-13,West
CUST_00864,Basic,2022-04-15,East
CUST_00865,Basic,2022-06-16,South
CUST_00866,Premium,2023-12-01,South
CUST_00867,Standard,2023-10-30,North
CUST_00868,Basic,2022-05-02,East
CUST_00869,Basic,2022-02-20,South
CUST_00870,Standard,2022-02-06,East
CUST_00871,Basic,2023-08-16,East
CUST_00872,Standard,2022-10-15,East
CUST_00873,Basic,2022-05-06,East
CUST_00874,Premium,2022-10-14,North
CUST_00875,Standard,2023-03-17,South
CUST_00876,Basic,2023-03-27,South
CUST_00877,Basic,2022-03-25,West
CUST_00878,Basic,2023-07-02,West
CUST_00879,Standard,2023-10-21,South
CUST_00880,Basic,2023-02-25,East
CUST_00881,Basic,2022-11-06,East
CUST_00882,Standard,2022-07-02,East
CUST_00883,Basic,2023-07-25,South
CUST_00884,Basic,2022-02-11,East
CUST_00885,Basic,2023-06-25,South
CUST_00886,Standard,2023-06-03,North
CUST_00887,Standard,2023-01-25,South
CUST_00888,Basic,2022-11-25,North
CUST_00889,Standard,2023-05-31,North
CUST_00890,Basic,2022-10-31,South
CUST_00891,Premium,2023-02-12,South
CUST_00892,Standard,2023-11-17,West
CUST_00893,Basic,2023-03-08,North
CUST_00894,Standard,2022-05-12,West
CUST_00895,Basic,2023-05-06,East
CUST_00896,Standard,2023-09-23,West
CUST_00897,Basic,2022-08-25,North
CUST_00898,Standard,2022-08-02,East
CUST_00899,Basic,2023-11-09,East
CUST_00900,Standard,2022-11-09,North
CUST_00901,Basic,2023-07-06,North
CUST_00902,Standard,2022-11-05,South
CUST_00903,Standard,2023-12-28,South
CUST_00904,Premium,2023-01-02,North
CUST_00905,Basic,2023-06-08,South
CUST_00906,Standard,2023-07-16,North
CUST_00907,Standard,2023-08-02,South
CUST_00908,Standard,2023-10-08,East
CUST_00909,Standard,2022-12-31,East
CUST_00910,Standard,2023-04-16,West
CUST_00911,Standard,2023-12-12,East
CUST_00912,Basic,2023-03-03,North
CUST_00913,Basic,2022-01-20,North
CUST_00914,Premium,2022-12-05,North
CUST_00915,Basic,2023-11-16,North
CUST_00916,Basic,2023-04-19,North
CUST_00917,Premium,2023-08-09,South
CUST_00918,Basic,2023-09-06,North
CUST_00919,Basic,2023-06-24,East
CUST_00920,Basic,2023-12-08,East
CUST_00921,Standard,2022-08-12,West
CUST_00922,Basic,2022-01-23,North
CUST_00923,Standard,2023-02-24,West
CUST_00924,Basic,2023-04-29,South
CUST_00925,Basic,2023-09-12,West
CUST_00926,Premium,2022-12-26,West
CUST_00927,Basic,2022-08-16,West
CUST_00928,Standard,2022-01-20,East
CUST_00929,Basic,2023-11-21,West
CUST_00930,Basic,2022-06-11,West
CUST_00931,Standard,2022-12-03,North
CUST_00932,Basic,2023-02-03,South
CUST_00933,Premium,2022-05-16,South
CUST_00934,Basic,2022-12-17,North
CUST_00935,Standard,2022-08-23,East
CUST_00936,Standard,2023-08-03,East
CUST_00937,Basic,2022-07-20,North
CUST_00938,Standard,2023-08-15,West
CUST_00939,Standard,2023-09-08,South
CUST_00940,Standard,2023-02-22,East
CUST_00941,Standard,2023-06-09,North
CUST_00942,Standard,2023-05-04,East
CUST_00943,Basic,2023-03-01,South
CUST_00944,Premium,2023-10-20,North
CUST_00945,Basic,2022-04-28,North
CUST_00946,Basic,2022-04-17,West
CUST_00947,Basic,2023-07-14,North
CUST_00948,Basic,2023-05-14,West
CUST_00949,Basic,2022-08-06,South
CUST_00950,Premium,2022-07-01,South
CUST_00951,Standard,2022-05-01,East
CUST_00952,Standard,2023-12-31,West
CUST_00953,Standard,2022-11-03,East
CUST_00954,Basic,2023-09-14,East
CUST_00955,Standard,2022-06-10,South
CUST_00956,Basic,2023-11-04,West
CUST_00957,Basic,2022-10-09,East
CUST_00958,Basic,2023-07-07,North
CUST_00959,Standard,2022-12-02,North
CUST_00960,Standard,2022-09-27,South
CUST_00961,Standard,2022-08-21,North
CUST_00962,Basic,2022-01-19,South
CUST_00963,Standard,2022-04-23,East
CUST_00964,Basic,2022-02-11,East
CUST_00965,Basic,2023-08-28,East
CUST_00966,Premium,2023-07-20,East
CUST_00967,Basic,2022-04-01,East
CUST_00968,Standard,2023-08-26,East
CUST_00969,Basic,2023-08-18,South
CUST_00970,Basic,2022-06-15,North
CUST_00971,Basic,2023-01-27,West
CUST_00972,Standard,2023-07-11,North
CUST_00973,Premium,2023-07-12,East
CUST_00974,Standard,2023-03-12,East
CUST_00975,Basic,2022-05-31,West
CUST_00976,Premium,2023-06-17,East
CUST_00977,Standard,2023-01-04,South
CUST_00978,Standard,2022-01-24,South
CUST_00979,Standard,2022-10-07,South
CUST_00980,Basic,2023-07-30,South
CUST_00981,Standard,2022-11-04,South
CUST_00982,Standard,2022-11-19,North
CUST_00983,Standard,2023-01-16,West
CUST_00984,Standard,2023-04-23,East
CUST_00985,Premium,2022-09-23,North
CUST_00986,Standard,2023-01-07,North
CUST_00987,Basic,2023-07-01,West
CUST_00988,Basic,2023-08-20,North
CUST_00989,Standard,2022-05-06,West
CUST_00990,Standard,2023-08-09,North
CUST_00991,Standard,2022-08-25,North
CUST_00992,Standard,2022-04-18,East
CUST_00993,Basic,2022-07-29,North
CUST_00994,Basic,2023-04-13,South
CUST_00995,Standard,2023-07-25,East
CUST_00996,Standard,2023-03-12,North
CUST_00997,Basic,2022-11-09,North
CUST_00998,Standard,2023-11-28,North
CUST_00999,Standard,2023-10-27,South
CUST_01000,Basic,2022-09-29,East
CUST_01001,Basic,2023-06-16,West
CUST_01002,Standard,2022-11-27,West
CUST_01003,Premium,2022-12-10,North
CUST_01004,Standard,2023-09-05,North
CUST_01005,Standard,2023-09-30,West
CUST_01006,Basic,2023-09-06,West
CUST_01007,Basic,2022-02-06,West
CUST_01008,Basic,2023-11-09,North
CUST_01009,Basic,2023-05-23,West
CUST_01010,Standard,2022-07-15,West
CUST_01011,Premium,2023-01-12,South
CUST_01012,Premium,2022-12-19,East
CUST_01013,Basic,2022-08-14,East
CUST_01014,Basic,2022-08-21,North
CUST_01015,Basic,2023-05-16,West
CUST_01016,Standard,2022-11-28,West
CUST_01017,Standard,2023-11-23,East
CUST_01018,Basic,2022-06-28,East
CUST_01019,Basic,2022-11-13,East
CUST_01020,Premium,2022-09-06,East
CUST_01021,Premium,2022-04-16,East
CUST_01022,Basic,2022-12-03,North
CUST_01023,Standard,2023-10-23,West
CUST_01024,Standard,2023-11-14,South
CUST_01025,Basic,2023-02-28,East
CUST_01026,Basic,2023-02-04,North
CUST_01027,Premium,2023-03-22,South
CUST_01028,Basic,2023-10-11,East
CUST_01029,Basic,2022-06-10,East
CUST_01030,Premium,2022-06-09,North
CUST_01031,Basic,2022-06-18,West
CUST_01032,Basic,2022-09-21,East
CUST_01033,Standard,2023-06-04,North
CUST_01034,Basic,2022-02-01,West
CUST_01035,Standard,2022-02-22,East
CUST_01036,Basic,2022-03-25,East
CUST_01037,Premium,2023-03-09,East
CUST_01038,Basic,2023-02-15,West
CUST_01039,Basic,2022-04-14,North
CUST_01040,Basic,2022-07-29,North
CUST_01041,Premium,2022-04-24,East
CUST_01042,Standard,2023-12-25,West
CUST_01043,Standard,2023-11-28,West
CUST_01044,Basic,2022-12-06,West
CUST_01045,Premium,2022-11-30,East
CUST_01046,Standard,2023-04-10,South
CUST_01047,Basic,2023-08-14,West
CUST_01048,Basic,2023-05-23,North
CUST_01049,Standard,2023-09-01,East
CUST_01050,Standard,2023-12-29,North
CUST_01051,Basic,2023-07-31,North
CUST_01052,Standard,2022-01-21,North
CUST_01053,Standard,2023-06-20,North
CUST_01054,Basic,2022-09-24,East
CUST_01055,Basic,2022-10-09,West
CUST_01056,Basic,2022-06-07,East
CUST_01057,Basic,2023-06-10,North
CUST_01058,Basic,2022-10-25,South
CUST_01059,Standard,2023-08-21,East
CUST_01060,Premium,2022-05-23,North
CUST_01061,Basic,2023-06-01,East
CUST_01062,Premium,2023-05-08,South
CUST_01063,Basic,2023-10-29,East
CUST_01064,Standard,2022-08-26,South
CUST_01065,Premium,2022-05-27,East
CUST_01066,Premium,2022-04-14,West
CUST_01067,Standard,2022-08-31,West
CUST_01068,Basic,2022-08-03,East
CUST_01069,Standard,2022-01-01,South
CUST_01070,Basic,2023-09-13,West
CUST_01071,Standard,2022-04-19,East
CUST_01072,Premium,2023-04-08,East
CUST_01073,Basic,2023-08-27,East
CUST_01074,Premium,2022-01-23,West
CUST_01075,Basic,2022-04-14,North
CUST_01076,Standard,2022-07-30,West
CUST_01077,Basic,2022-03-27,South
CUST_01078,Standard,2022-04-16,South
CUST_01079,Standard,2023-08-26,East
CUST_01080,Basic,2023-02-13,East
CUST_01081,Basic,2023-01-01,North
CUST_01082,Standard,2023-03-23,South
CUST_01083,Basic,2023-04-19,North
CUST_01084,Premium,2022-03-02,North
CUST_01085,Standard,2022-07-31,South
CUST_01086,Basic,2023-02-08,North
CUST_01087,Standard,2023-12-20,North
CUST_01088,Basic,2023-09-27,North
CUST_01089,Basic,2023-09-12,South
CUST_01090,Basic,2023-12-03,South
CUST_01091,Standard,2023-12-15,West
CUST_01092,Basic,2022-03-21,East
CUST_01093,Basic,2023-04-30,West
CUST_01094,Basic,2022-01-07,North
CUST_01095,Standard,2023-11-27,East
CUST_01096,Basic,2022-06-13,East
CUST_01097,Standard,2022-06-26,South
CUST_01098,Basic,2023-06-14,West
CUST_01099,Basic,2023-09-08,North
CUST_01100,Basic,2022-03-11,East
CUST_01101,Standard,2023-09-23,East
CUST_01102,Standard,2022-09-16,West
CUST_01103,Basic,2023-05-19,East
CUST_01104,Basic,2022-12-14,South
CUST_01105,Standard,2022-12-26,West
CUST_01106,Premium,2023-02-19,East
CUST_01107,Standard,2023-06-04,North
CUST_01108,Basic,2022-11-19,West
CUST_01109,Standard,2022-07-20,South
CUST_01110,Basic,2022-04-03,West
CUST_01111,Basic,2023-06-03,South
CUST_01112,Basic,2022-01-19,West
CUST_01113,Basic,2023-11-04,East
CUST_01114,Premium,2022-11-05,East
CUST_01115,Standard,2023-09-12,West
CUST_01116,Standard,2022-07-08,East
CUST_01117,Basic,2022-02-13,South
CUST_01118,Premium,2023-07-04,North
CUST_01119,Premium,2023-11-27,North
CUST_01120,Premium,2022-08-10,North
CUST_01121,Basic,2023-02-20,South
CUST_01122,Standard,2023-03-13,West
CUST_01123,Standard,2023-12-27,North
CUST_01124,Premium,2022-12-16,South
CUST_01125,Standard,2023-04-09,South
CUST_01126,Basic,2022-01-08,South
CUST_01127,Basic,2022-09-02,South
CUST_01128,Standard,2023-12-24,South
CUST_01129,Premium,2023-10-17,South
CUST_01130,Premium,2022-09-13,East
CUST_01131,Premium,2022-05-04,West
CUST_01132,Basic,2022-10-28,East
CUST_01133,Standard,2022-08-09,South
CUST_01134,Basic,2022-02-21,North
CUST_01135,Basic,2022-03-24,West
CUST_01136,Premium,2022-02-26,North
CUST_01137,Premium,2023-03-02,North
CUST_01138,Premium,2023-03-25,East
CUST_01139,Standard,2022-12-27,East
CUST_01140,Basic,2022-05-19,West
CUST_01141,Premium,2022-12-22,West
CUST_01142,Premium,2023-08-19,North
CUST_01143,Standard,2023-04-02,West
CUST_01144,Standard,2023-04-24,South
CUST_01145,Standard,2023-10-10,East
CUST_01146,Standard,2022-03-11,West
CUST_01147,Basic,2023-08-25,South
CUST_01148,Basic,2022-04-23,South
CUST_01149,Basic,2022-02-18,North
CUST_01150,Basic,2023-05-28,North
CUST_01151,Standard,2022-01-03,North
CUST_01152,Basic,2022-08-26,North
CUST_01153,Standard,2022-02-19,West
CUST_01154,Basic,2022-08-15,East
CUST_01155,Premium,2022-04-13,North
CUST_01156,Standard,2022-08-21,East
CUST_01157,Basic,2022-03-02,South
CUST_01158,Basic,2022-02-25,West
CUST_01159,Standard,2022-06-15,West
CUST_01160,Basic,2023-03-26,North
CUST_01161,Premium,2023-10-08,South
CUST_01162,Basic,2023-08-09,East
CUST_01163,Basic,2022-12-14,East
CUST_01164,Standard,2023-07-29,East
CUST_01165,Standard,2023-04-30,South
CUST_01166,Basic,2023-10-12,West
CUST_01167,Basic,2023-12-13,East
CUST_01168,Basic,2022-06-27,South
CUST_01169,Basic,2022-07-05,North
CUST_01170,Standard,2022-05-19,South
CUST_01171,Premium,2022-01-28,West
CUST_01172,Basic,2023-09-03,West
CUST_01173,Premium,2023-11-12,South
CUST_01174,Standard,2023-06-08,West
CUST_01175,Basic,2022-12-29,West
CUST_01176,Premium,2022-05-29,East
CUST_01177,Standard,2022-11-18,East
CUST_01178,Basic,2022-08-14,North
CUST_01179,Basic,2023-01-22,East
CUST_01180,Basic,2022-10-26,East
CUST_01181,Standard,2022-12-02,East
CUST_01182,Basic,2023-06-09,North
CUST_01183,Basic,2022-06-10,East
CUST_01184,Premium,2023-03-31,East
CUST_01185,Basic,2022-07-26,South
CUST_01186,Basic,2022-03-02,North
CUST_01187,Standard,2023-06-16,South
CUST_01188,Basic,2023-10-28,East
CUST_01189,Standard,2022-02-19,South
CUST_01190,Premium,2022-06-08,West
CUST_01191,Basic,2023-12-15,East
CUST_01192,Standard,2022-05-06,South
CUST_01193,Standard,2023-02-15,East
CUST_01194,Standard,2022-10-29,South
CUST_01195,Standard,2023-08-14,South
CUST_01196,Standard,2022-09-23,East
CUST_01197,Basic,2023-06-10,North
CUST_01198,Basic,2022-07-15,North
CUST_01199,Premium,2023-11-09,North
CUST_01200,Basic,2023-02-18,West
CUST_01201,Basic,2023-06-25,West
CUST_01202,Basic,2022-01-11,West
CUST_01203,Premium,2023-03-14,East
CUST_01204,Standard,2023-01-06,North
CUST_01205,Standard,2023-08-27,North
CUST_01206,Premium,2022-06-02,East
CUST_01207,Basic,2023-07-07,West
CUST_01208,Standard,2022-12-26,West
CUST_01209,Premium,2022-03-03,South
CUST_01210,Basic,2023-05-23,East
CUST_01211,Basic,2022-10-23,East
CUST_01212,Premium,2022-08-09,North
CUST_01213,Standard,2023-03-14,East
CUST_01214,Basic,2022-01-31,West
CUST_01215,Standard,2022-06-11,West
CUST_01216,Basic,2022-12-15,South
CUST_01217,Basic,2023-09-28,North
CUST_01218,Standard,2022-01-04,North
CUST_01219,Standard,2022-09-21,South
CUST_01220,Basic,2023-04-17,South
CUST_01221,Basic,2022-04-16,North
CUST_01222,Basic,2022-02-04,North
CUST_01223,Basic,2022-06-30,East
CUST_01224,Basic,2023-11-23,East
CUST_01225,Standard,2023-09-29,North
CUST_01226,Premium,2022-03-09,East
CUST_01227,Basic,2022-06-19,West
CUST_01228,Basic,2022-01-10,West
CUST_01229,Basic,2022-03-03,West
CUST_01230,Standard,2023-12-10,North
CUST_01231,Basic,2022-10-26,South
CUST_01232,Standard,2023-12-11,West
CUST_01233,Standard,2022-01-13,South
CUST_01234,Standard,2022-03-05,North
CUST_01235,Premium,2023-10-21,South
CUST_01236,Premium,2023-06-09,West
CUST_01237,Basic,2023-01-12,North
CUST_01238,Standard,2022-11-10,West
CUST_01239,Standard,2023-09-23,South
CUST_01240,Premium,2022-09-21,West
CUST_01241,Basic,2023-09-11,North
CUST_01242,Standard,2022-02-05,South
CUST_01243,Basic,2023-05-08,North
CUST_01244,Basic,2023-05-01,East
CUST_01245,Premium,2022-04-10,South
CUST_01246,Premium,2023-04-26,West
CUST_01247,Premium,2023-10-16,East
CUST_01248,Basic,2022-03-02,West
CUST_01249,Standard,2023-02-28,West
CUST_01250,Standard,2023-04-15,West
CUST_01251,Standard,2022-08-23,West
CUST_01252,Basic,2022-07-13,West
CUST_01253,Premium,2022-01-07,North
CUST_01254,Standard,2023-01-23,West
CUST_01255,Basic,2022-03-13,North
CUST_01256,Standard,2022-01-21,South
CUST_01257,Standard,2022-01-08,North
CUST_01258,Basic,2022-10-15,East
CUST_01259,Standard,2023-11-19,West
CUST_01260,Premium,2022-10-04,South
CUST_01261,Premium,2022-04-15,West
CUST_01262,Basic,2023-12-20,South
CUST_01263,Basic,2023-06-30,East
CUST_01264,Standard,2023-05-22,North
CUST_01265,Standard,2022-09-23,North
CUST_01266,Standard,2023-11-24,South
CUST_01267,Basic,2022-10-12,South
CUST_01268,Basic,2022-02-07,East
CUST_01269,Standard,2022-07-01,West
CUST_01270,Premium,2023-09-23,West
CUST_01271,Premium,2022-11-20,North
CUST_01272,Standard,2022-10-18,East
CUST_01273,Premium,2023-07-26,North
CUST_01274,Standard,2022-12-19,South
CUST_01275,Premium,2023-04-20,West
CUST_01276,Basic,2023-11-24,North
CUST_01277,Basic,2022-07-12,North
CUST_01278,Basic,2023-07-31,East
CUST_01279,Standard,2022-01-12,North
CUST_01280,Basic,2022-01-24,East
CUST_01281,Basic,2022-05-13,South
CUST_01282,Standard,2022-05-13,South
CUST_01283,Standard,2023-03-22,North
CUST_01284,Standard,2022-12-27,South
CUST_01285,Standard,2022-01-25,North
CUST_01286,Basic,2022-12-19,East
CUST_01287,Basic,2022-11-06,North
CUST_01288,Basic,2023-01-23,South
CUST_01289,Standard,2023-05-07,North
CUST_01290,Premium,2023-09-02,West
CUST_01291,Basic,2023-06-07,North
CUST_01292,Standard,2023-04-09,East
CUST_01293,Standard,2023-07-20,East
CUST_01294,Basic,2022-12-01,North
CUST_01295,Basic,2023-04-05,West
CUST_01296,Premium,2022-07-29,West
CUST_01297,Basic,2023-12-25,West
CUST_01298,Basic,2023-09-25,West
CUST_01299,Basic,2022-02-03,North
CUST_01300,Standard,2023-09-07,East
CUST_01301,Basic,2023-04-13,North
CUST_01302,Standard,2022-05-28,North
CUST_01303,Basic,2023-08-24,East
CUST_01304,Standard,2023-11-15,South
CUST_01305,Standard,2022-12-26,South
CUST_01306,Basic,2022-03-10,North
CUST_01307,Basic,2022-06-07,West
CUST_01308,Basic,2022-10-05,South
CUST_01309,Standard,2022-10-09,North
CUST_01310,Basic,2023-07-24,West
CUST_01311,Basic,2023-10-07,North
CUST_01312,Basic,2023-09-07,East
CUST_01313,Standard,2023-02-08,North
CUST_01314,Basic,2022-03-05,West
CUST_01315,Premium,2022-08-07,South
CUST_01316,Premium,2023-10-16,West
CUST_01317,Basic,2023-04-29,East
CUST_01318,Basic,2023-11-06,West
CUST_01319,Premium,2022-10-08,North
CUST_01320,Standard,2022-11-17,South
CUST_01321,Basic,2022-07-26,East
CUST_01322,Standard,2023-07-10,West
CUST_01323,Basic,2023-05-26,North
CUST_01324,Premium,2023-12-12,North
CUST_01325,Basic,2022-08-01,South
CUST_01326,Basic,2022-08-24,South
CUST_01327,Premium,2022-04-15,West
CUST_01328,Standard,2023-08-02,North
CUST_01329,Standard,2023-07-05,West
CUST_01330,Basic,2022-12-16,West
CUST_01331,Basic,2023-02-13,North
CUST_01332,Basic,2022-09-03,West
CUST_01333,Standard,2023-07-21,North
CUST_01334,Premium,2022-12-07,East
CUST_01335,Basic,2022-10-06,East
CUST_01336,Basic,2022-05-14,South
CUST_01337,Standard,2022-06-15,West
CUST_01338,Standard,2022-05-23,West
CUST_01339,Premium,2022-09-01,South
CUST_01340,Premium,2023-02-02,West
CUST_01341,Premium,2023-10-17,South
CUST_01342,Basic,2023-08-14,West
CUST_01343,Standard,2022-05-24,South
CUST_01344,Standard,2022-05-22,North
CUST_01345,Standard,2022-11-11,North
CUST_01346,Standard,2023-03-18,South
CUST_01347,Standard,2022-10-21,North
CUST_01348,Standard,2022-04-18,North
CUST_01349,Basic,2022-05-04,South
CUST_01350,Standard,2023-01-06,West
CUST_01351,Basic,2023-08-14,North
CUST_01352,Basic,2022-07-31,South
CUST_01353,Standard,2022-09-09,West
CUST_01354,Standard,2023-02-21,South
CUST_01355,Basic,2023-06-01,West
CUST_01356,Basic,2022-07-20,North
CUST_01357,Standard,2022-12-03,North
CUST_01358,Standard,2022-02-21,North
CUST_01359,Standard,2022-08-12,South
CUST_01360,Basic,2023-06-26,North
CUST_01361,Basic,2022-04-29,West
CUST_01362,Basic,2022-01-31,South
CUST_01363,Basic,2023-03-04,West
CUST_01364,Standard,2023-03-08,West
CUST_01365,Basic,2022-01-18,South
CUST_01366,Standard,2022-02-05,North
CUST_01367,Standard,2022-03-16,East
CUST_01368,Standard,2022-05-18,South
CUST_01369,Basic,2022-12-19,East
CUST_01370,Basic,2023-10-12,South
CUST_01371,Basic,2023-02-10,South
CUST_01372,Basic,2023-09-06,West
CUST_01373,Basic,2023-12-09,North
CUST_01374,Premium,2022-07-24,West
CUST_01375,Standard,2022-11-11,East
CUST_01376,Basic,2022-08-21,South
CUST_01377,Standard,2023-06-05,North
CUST_01378,Premium,2022-04-27,West
CUST_01379,Basic,2022-03-12,East
CUST_01380,Basic,2024-01-01,East
CUST_01381,Basic,2023-10-06,South
CUST_01382,Basic,2023-12-02,West
CUST_01383,Standard,2023-06-13,South
CUST_01384,Basic,2022-07-12,West
CUST_01385,Basic,2023-03-28,West
CUST_01386,Basic,2023-08-14,West
CUST_01387,Standard,2022-07-11,West
CUST_01388,Basic,2022-02-01,East
CUST_01389,Standard,2022-01-22,West
CUST_01390,Standard,2023-05-03,South
CUST_01391,Standard,2022-06-28,East
CUST_01392,Basic,2023-09-23,East
CUST_01393,Basic,2023-05-30,West
CUST_01394,Basic,2023-07-27,South
